County,X,Y,OBJECTID,PPIN,NAME,STREET,CITY,STATE,ZIP,STFIP,CNTY,NMCNTY,LOCALE,LAT,LON,CBSA,NMCBSA,CBSATYPE,CSA,NMCSA,NECTA,NMNECTA,CD,SLDL,SLDU,SCHOOLYEAR,Census_Tract,GEOID,total_pop_estimate,white_estimate,black_estimate,native_american_estimate,asian_estimate,pacific_islander_estimate,other_race_estimate,two_or_more_estimate,med_inc_estimate,total_pop_moe,white_moe,black_moe,native_american_moe,asian_moe,pacific_islander_moe,other_race_moe,two_or_more_moe,med_inc_moe
Tangipahoa Parish,-90.487945,30.529226,9059,2160095,ST THOMAS AQUINAS REGIONAL CATHOLIC HIGH SCHOOL,14520 VOSS DR,HAMMOND,LA,70401,22,22105,Tangipahoa Parish,23,30.529226,-90.487945,25220,"Hammond, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2201,22086,22006,2021-2022,22105954200,22105,133953,85044,39939,124,954,43,1157,6692,55274,,849,759,70,180,70,417,1083,2869
Tensas Parish,-90.460571,30.54409,9062,A9103005,TRAFTON ACADEMY AT HAMMOND,47342 N CHERRY ST,HAMMOND,LA,70401,22,22105,Tangipahoa Parish,23,30.54409,-90.460571,25220,"Hammond, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2201,22072,22012,2021-2022,22107000300,22107,4127,1726,2168,0,34,0,103,96,35653,,22,102,14,53,14,80,68,4539
Terrebonne Parish,-90.723491,29.59506,9065,540385,ST FRANCIS DE SALES CATHEDRAL SCHOOL,300 VERRET ST,HOUMA,LA,70360,22,22109,Terrebonne Parish,13,29.59506,-90.723491,26380,"Houma-Thibodaux, LA",1,N,N,N,N,2201,22052,22020,2021-2022,22109000902,22109,108862,73482,20784,5950,1301,24,1259,6062,63088,,666,620,433,67,41,327,867,3476
Terrebonne Parish,-90.733211,29.58104,9070,A9102972,HOUMA CHRISTIAN SCHOOL,109 VALHI BLVD,HOUMA,LA,70360,22,22109,Terrebonne Parish,13,29.58104,-90.733211,26380,"Houma-Thibodaux, LA",1,N,N,N,N,2201,22052,22021,2021-2022,22109001702,22109,108862,73482,20784,5950,1301,24,1259,6062,63088,,666,620,433,67,41,327,867,3476
Terrebonne Parish,-91.246916,31.929953,9063,541877,TENSAS ACADEMY,418 HWY 128,SAINT JOSEPH,LA,71366,22,22107,Tensas Parish,43,31.929953,-91.246916,N,N,N,N,N,N,N,2205,22021,22034,2021-2022,22109000203,22109,108862,73482,20784,5950,1301,24,1259,6062,63088,,666,620,433,67,41,327,867,3476
Terrebonne Parish,-90.729,29.580624,9069,A2101870,ELEARNING ACADEMY OF HOUMA,220 CIVIC CENTER BLVD,HOUMA,LA,70360,22,22109,Terrebonne Parish,13,29.580624,-90.729,26380,"Houma-Thibodaux, LA",1,N,N,N,N,2201,22052,22021,2021-2022,22109001703,22109,108862,73482,20784,5950,1301,24,1259,6062,63088,,666,620,433,67,41,327,867,3476
Vermilion Parish,-90.748201,29.60256,9071,X0540487,VANDEBILT CATHOLIC HIGH SCHOOL,209 S HOLLYWOOD RD,HOUMA,LA,70360,22,22109,Terrebonne Parish,22,29.60256,-90.748201,26380,"Houma-Thibodaux, LA",1,N,N,N,N,2206,22052,22021,2021-2022,22113950903,22113,57202,45074,7718,89,1026,127,356,2812,56194,,514,404,80,112,150,176,564,3429
Vermilion Parish,-92.105304,29.978367,9072,A0103835,HARVEST TIME CHRISTIAN ACADEMY,103 ROBERT WELLS RD,ABBEVILLE,LA,70510,22,22113,Vermilion Parish,31,29.978367,-92.105304,29180,"Lafayette, LA",1,318,"Lafayette-Opelousas-Morgan City, LA",N,N,2203,22049,22026,2021-2022,22113950600,22113,57202,45074,7718,89,1026,127,356,2812,56194,,514,404,80,112,150,176,564,3429
Washington Parish,-90.157033,30.838519,9075,542462,BOWLING GREEN SCHOOL,700 VARNADO ST,FRANKLINTON,LA,70438,22,22117,Washington Parish,32,30.838519,-90.157033,14220,"Bogalusa, LA",2,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2205,22075,22012,2021-2022,22117950502,22117,45514,29963,13814,115,51,0,228,1343,41803,,418,268,45,82,30,331,520,3193
Washington Parish,-92.140354,29.981496,9073,X0539697,VERMILION CATHOLIC HIGH SCHOOL,425 PARK AVE,ABBEVILLE,LA,70510,22,22113,Vermilion Parish,31,29.981496,-92.140354,29180,"Lafayette, LA",1,318,"Lafayette-Opelousas-Morgan City, LA",N,N,2203,22047,22026,2021-2022,22117950700,22117,45514,29963,13814,115,51,0,228,1343,41803,,418,268,45,82,30,331,520,3193
Webster Parish,-89.897218,30.738974,9076,2160335,BENS FORD CHRISTIAN SCHOOL,59253 MOUNT PLEASANT RD # 2,BOGALUSA,LA,70427,22,22117,Washington Parish,41,30.738974,-89.897218,14220,"Bogalusa, LA",2,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2205,22075,22012,2021-2022,22119031600,22119,36761,23275,12355,81,93,7,30,920,34263,,202,169,62,62,10,35,254,1859
West Baton Rouge Parish,-91.254546,30.371085,9079,A1992163,THE CHRISTIAN ACADEMY OF LOUISIANA,6781 LA HWY 1 S,ADDIS,LA,70710,22,22121,West Baton Rouge Parish,21,30.371085,-91.254546,12940,"Baton Rouge, LA",1,N,N,N,N,2202,22018,22002,2021-2022,22121020401,22121,27377,15247,11289,0,129,0,357,355,80510,,224,209,26,148,26,211,174,7340
