,PCNTNM,NAME,PPHONE,PCNTY,PCNTY22,P_INDIAN,P_ASIAN,P_PACIFIC,P_HISP,P_WHITE,P_BLACK,P_TR,STTCH_RT,State,ZIP,RELIG,ORIENT
9708,CAMPBELL,JOHN PAUL II CATHOLIC SCHOOL AT ST MATTHEW'S,3076864114.0,5,556,0.0,0.0,0.0,4.8076923077,95.192307692,0.0,0.0,11.555555556,WY,82716,1,1
9709,SANTA CLARA,WEST VALLEY MIDDLE SCHOOL,4082441968.0,85,8506,0.0,11.267605634,7.0422535211,8.4507042254,52.816901408,7.0422535211,13.38028169,16.136363636,CA,95117,3,30
9710,SANTA CLARA,ST THOMAS MORE SCHOOL,4082586888.0,85,8506,0.0,7.722007722,0.3861003861,12.741312741,79.150579151,0.0,0.0,21.583333333,CA,95127,1,1
9711,HARTFORD,ST BERNARD SCHOOL,8607455275.0,3,309,0.0,1.5306122449,0.0,11.224489796,86.224489796,1.0204081633,0.0,21.777777778,CT,6082,1,1
9712,PALM BEACH,THE LEARNING FOUNDATION OF FLORIDA,5617956886.0,99,9912,0.0,0.0,0.0,14.814814815,48.148148148,14.814814815,22.222222222,4.8214285714,FL,33411,3,30
9713,HILLSBOROUGH,INTERACTIVE EDUCATION ACADEMY,8136892087.0,57,5712,5.4054054054,0.0,0.0,35.135135135,45.945945946,10.810810811,2.7027027027,6.6071428571,FL,33596,3,30
9714,HILLSBOROUGH,ST STEPHEN CATHOLIC SCHOOL,8137419203.0,57,5712,0.0,4.4642857143,0.4464285714,39.732142857,45.982142857,4.9107142857,4.4642857143,17.777777778,FL,33569,1,1
9715,GWINNETT,AGAPE JR ACADEMY,6783760883.0,135,13513,0.0,2.4390243902,0.0,9.756097561,7.3170731707,78.048780488,2.4390243902,6.9491525424,GA,30046,2,8
9716,WALTON,FAITH ACADEMY,7704667872.0,297,29713,0.0,1.0989010989,0.0,3.2967032967,80.21978022,8.7912087912,6.5934065934,26.0,GA,30052,2,8
9717,ADA,CALVARY CHRISTIAN SCHOOL,2083760260.0,1,116,0.0,6.1797752809,0.5617977528,6.7415730337,80.898876404,1.6853932584,3.9325842697,11.265822785,ID,83709,2,8
9718,DOUGLAS,MEADOWLARK SCHOOL,2175433841.0,41,4117,0.0,0.0,0.0,0.0,100.0,0.0,0.0,17.5,IL,61911,2,3
9719,ALLEN,ABOITE CHRISTIAN SCHOOL,2606728544.0,3,318,0.0,69.696969697,0.0,12.121212121,15.151515152,3.0303030303,0.0,11.0,IN,46783,2,28
9720,BALTIMORE,CALVERT SCHOOL,4102436054.0,510,51024,0.0,3.8338658147,0.0,1.7571884984,76.837060703,8.945686901,8.6261980831,7.3130841121,MD,21210,3,30
9721,NORFOLK,THE RASHI SCHOOL,7813557319.0,21,2125,0.0,1.8248175182,0.0,1.0948905109,96.350364964,0.7299270073,0.0,5.48,MA,2026,2,18
9722,MIDDLESEX,WALDORF HIGH SCHOOL OF MASSACHUSETTS BAY,6174896600.0,17,1725,0.0,7.6923076923,0.0,10.256410256,74.358974359,7.6923076923,0.0,5.7352941176,MA,2478,3,30
9723,RICE,HOLY CROSS CATHOLIC SCHOOL,9526526100.0,131,13127,0.0,0.0,0.0,6.3063063063,90.09009009,3.6036036036,0.0,8.88,MN,55088,1,1
9724,LAFAYETTE,REGENTS SCHOOL OF OXFORD,3146917700.0,71,7128,1.7921146953,0.7168458781,0.7168458781,2.1505376344,87.813620072,6.0931899642,0.7168458781,9.8586572438,MS,38655,2,8
9725,ST. LOUIS,VILLA DUCHESNE & OAK HILL SCHOOL,3148103469.0,189,18929,0.0,0.8086253369,0.0,3.5040431267,87.061994609,4.8517520216,3.7735849057,3.8485477178,MO,63131,1,1
9726,OCEAN,BNOS BROCHA,7323678401.0,29,2934,0.0,0.0,0.0,0.0,100.0,0.0,0.0,13.790087464,NJ,8701,2,18
9727,OCEAN,CHEDER BNAI TORAH,7323675508.0,29,2934,0.0,0.0,0.0,0.0,100.0,0.0,0.0,11.836065574,NJ,8701,2,18
9728,RICHMOND,CHILDRENS HARBOR MONTESSORI SCHOOL,7184426112.0,85,8536,0.0,14.285714286,0.0,0.0,57.142857143,14.285714286,14.285714286,3.5,NY,10301,3,30
9729,RICHMOND,STATEN ISLAND ACADEMY,7183037836.0,85,8536,0.0,12.131147541,0.0,3.606557377,73.442622951,3.9344262295,6.8852459016,5.5454545455,NY,10304,3,30
9730,NEW YORK,ROBERT LOUIS STEVENSON SCHOOL,2127876400.0,61,6136,0.0,2.8169014085,0.0,9.8591549296,70.422535211,8.4507042254,8.4507042254,3.8797814208,NY,10023,3,30
9731,NEW YORK,MARYMOUNT SCHOOL OF NY,2127444486.0,61,6136,0.0,7.9943899018,0.7012622721,10.79943899,61.570827489,3.9270687237,15.007012623,6.7582938389,NY,10028,1,1
9732,MECKLENBURG,CHARLOTTE ISLAMIC ACADEMY,7049000255.0,119,11937,0.0,32.608695652,0.0,0.0,16.666666667,33.333333333,17.391304348,7.0408163265,NC,28215,2,17
9733,LORAIN,CHRISTIAN COMMUNITY SCHOOL,4407486224.0,93,9339,0.0,4.7619047619,0.0,8.5714285714,72.380952381,5.7142857143,8.5714285714,7.2916666667,OH,44044,2,8
9734,CUYAHOGA,URBAN COMMUNITY SCHOOL,2169398330.0,35,3539,0.0,0.8992805755,0.0,29.676258993,25.899280576,18.165467626,25.35971223,14.256410256,OH,44102,1,1
9735,CUYAHOGA,ST MARTIN DE PORRES SCHOOL,2168811689.0,35,3539,0.0,0.2617801047,0.0,7.8534031414,1.5706806283,85.602094241,4.7120418848,12.818791946,OH,44103,1,1
9736,CUYAHOGA,LAKEWOOD CATHOLIC ACADEMY,2165210559.0,35,3539,0.2325581395,0.9302325581,0.2325581395,2.3255813953,90.465116279,0.4651162791,5.3488372093,19.111111111,OH,44107,1,1
9737,WASHINGTON,ST FRANCIS SCHOOL,5036250497.0,67,6741,0.0,5.6603773585,0.0,2.5157232704,84.905660377,6.9182389937,0.0,12.230769231,OR,97140,1,1
9738,LACKAWANNA,ALL SAINTS ACADEMY,5703438114.0,69,6942,0.0,0.0,0.0,6.914893617,88.29787234,2.6595744681,2.1276595745,9.8947368421,PA,18504,1,1
9739,CENTRE,LITTLE NITTANY SCHOOL,,27,2742,0.0,0.0,0.0,0.0,100.0,0.0,0.0,20.0,PA,16841,2,3
9740,CRAWFORD,ORCHARD KNOB SCHOOL (AMISH),,39,3942,0.0,0.0,0.0,0.0,100.0,0.0,0.0,18.0,PA,16404,2,3
9741,CRAWFORD,WESTVIEW CHRISTIAN SCHOOL (AMISH),8145870043.0,39,3942,0.0,0.0,0.0,0.0,100.0,0.0,0.0,8.0,PA,16406,2,3
9742,MONTGOMERY,LITTLE COUNTRY SCHOOL HOUSE,9313585775.0,125,12547,0.0,0.0,16.666666667,16.666666667,66.666666667,0.0,0.0,6.0,TN,37043,3,30
9743,FORT BEND,CORNERSTONE CHRISTIAN ACADEMY,2815663132.0,157,15748,0.5076142132,17.258883249,0.0,9.6446700508,48.730964467,23.85786802,0.0,3.9797979798,TX,77479,2,8
9744,MONTGOMERY,ST JOHN NEUMANN ACADEMY,5405527562.0,121,12151,1.2422360248,3.7267080745,0.0,10.559006211,80.124223602,0.0,4.347826087,10.733333333,VA,24060,1,1
9745,KING,PUGET SOUNDS COMMUNITY SCHOOL,2063244350.0,33,3353,0.0,6.0606060606,0.0,9.0909090909,69.696969697,9.0909090909,6.0606060606,6.875,WA,98134,3,30
9746,KING,MENACHEM MENDEL SEATTLE CHEDER DAY SCHOOL,2065239766.0,33,3353,0.0,0.0,0.0,0.0,100.0,0.0,0.0,5.4081632653,WA,98144,2,18
9747,KING,TILDEN SCHOOL,2069384628.0,33,3353,0.0,19.607843137,0.0,11.764705882,68.62745098,0.0,0.0,6.5384615385,WA,98116,3,30
9748,PIERCE,HOLY ROSARY BILINGUAL ACADEMY,2532727012.0,53,5353,0.0,2.2222222222,0.0,57.777777778,27.777777778,3.3333333333,8.8888888889,16.071428571,WA,98424,1,1
9749,WOOD,GOOD SHEPHERD EVANGELICAL LUTHERAN SCHOOL,7153253355.0,141,14155,0.0,0.0,0.0,0.78125,97.65625,0.78125,0.78125,38.787878788,WI,54494,2,22
9750,GWINNETT,HOPE SPRINGS CHRISTIAN LEARNING CENTER,6784428785.0,135,13513,0.0,0.0,4.7619047619,0.0,80.952380952,14.285714286,0.0,5.1219512195,GA,30043,2,8
9751,KING,PACIFIC CREST SCHOOL,9283801551.0,33,3353,0.0,6.4102564103,0.0,1.9230769231,75.641025641,0.641025641,15.384615385,10.684931507,WA,98107,3,30
9752,SANTA CLARA,GOLDEN HARVEST MONTESSORI SCHOOL,5104680060.0,85,8506,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,CA,95035,3,30
9753,SANTA CLARA,WILLOW GLEN ACADEMY,4082668056.0,85,8506,0.0,16.666666667,0.0,50.0,0.0,16.666666667,16.666666667,2.5,CA,95125,3,30
9754,ADA,LEARNING TREE INC,2083427821.0,1,116,0.0,3.7037037037,0.0,0.0,96.296296296,0.0,0.0,6.9230769231,ID,83703,3,30
9755,ADA,NORTHVIEW MONTESSORI PRESCHOOL AND KINDERGARTEN,2083220152.0,1,116,0.0,0.0,0.0,15.0,85.0,0.0,0.0,10.0,ID,83704,3,30
9756,FRANKLIN,READY SET GROW,6148555100.0,49,4939,0.0,0.0,0.0,0.0,81.818181818,18.181818182,0.0,11.0,OH,43054,3,30
9757,LINN,MONTESSORI SUNDBORN CHILDRENS HOUSE,5419249480.0,43,4341,0.0,3.0769230769,0.0,3.0769230769,40.0,1.5384615385,52.307692308,14.772727273,OR,97321,3,30
9758,WASHINGTON,CENTRAL BAPTIST PRESCHOOL AND KINDERGARTEN,4239263696.0,179,17947,0.0,14.285714286,0.0,0.0,85.714285714,0.0,0.0,6.3636363636,TN,37601,2,5
9759,HAYS,WIMBERLEY MONTESSORI,5128476055.0,209,20948,0.0,0.0,0.0,0.0,86.666666667,2.2222222222,11.111111111,15.0,TX,78676,3,30
9760,FORT BEND,THE WIDE SCHOOL,8322654919.0,157,15748,0.0,19.867549669,0.0,36.42384106,25.165562914,13.245033113,5.298013245,11.185185185,TX,77459,3,30
9761,FORT BEND,PRIMROSE SCHOOL OF FIRST COLONY,2815652707.0,157,15748,0.0,25.0,0.0,16.666666667,33.333333333,8.3333333333,16.666666667,12.0,TX,77479,3,30
9762,SONOMA,BRIGHT SKIES MONTESSORI SCHOOL,7076659830.0,97,9706,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,CA,94951,3,30
9763,DEKALB,CORNERSTONE CHRISTIAN ACADEMY,2566305863.0,49,4901,0.0,0.0,0.0,0.7782101167,99.027237354,0.1945525292,0.0,18.827838828,AL,35986,2,8
9764,SHELBY,ARDENT PRESCHOOL & DAYCARE,2054445437.0,117,11701,0.0,0.0,0.0,25.0,75.0,0.0,0.0,3.2,AL,35244,2,8
9765,WALKER,DORA FIRST BAPTIST KINDERGARTEN,2056484240.0,127,12701,0.0,0.0,0.0,0.0,87.5,12.5,0.0,16.0,AL,35062,2,5
9766,SHELBY,EVANGEL CLASSICAL CHRISTIAN SCHOOL,2052160149.0,117,11701,0.0,2.492211838,0.0,0.3115264798,91.900311526,3.1152647975,2.1806853583,22.928571429,AL,35007,2,27
9767,MARION,LIBERTY CHRISTIAN ACADEMY,2054683620.0,93,9301,0.0,0.0,0.0,0.0,92.592592593,7.4074074074,0.0,3.8571428571,AL,35563,2,5
9768,JEFFERSON,GODS HOUSE KINDERGARTEN AND DAY CARE,2059677611.0,73,7301,0.0,0.0,0.0,0.0,100.0,0.0,0.0,10.769230769,AL,35243,2,27
9769,MOBILE,"DIXONS TOTAL TOUCH CHILD DEVELOPMENT CENTER, INC.",2514565251.0,97,9701,0.0,0.0,0.0,0.0,0.0,100.0,0.0,10.666666667,AL,36610,2,8
9770,SHELBY,WESTWOOD BAPTIST WEEKDAY EDU MINISTRY,2056632422.0,117,11701,0.0,0.0,0.0,0.0,91.666666667,8.3333333333,0.0,12.0,AL,35007,2,5
9771,LOS ANGELES,BLIND CHILDREN'S CENTER,3236642153.0,37,3706,0.0,0.0,0.0,75.0,12.5,0.0,12.5,2.8571428571,CA,90029,3,30
9772,SANTA CLARA,CASA DEI BAMBINI SCHOOL,6505203513.0,85,8506,0.0,33.333333333,0.0,0.0,50.0,0.0,16.666666667,1.3333333333,CA,94116,3,30
9773,SAN MATEO,CENTENNIAL MONTESSORI SCHOOL,6503401230.0,81,8106,0.0,18.181818182,0.0,3.6363636364,47.272727273,0.0,30.909090909,6.1111111111,CA,94401,3,30
9774,LOS ANGELES,CHILDREN'S ACADEMY OF SUCCESS,5622314373.0,37,3706,0.0,5.8823529412,0.0,41.176470588,41.176470588,5.8823529412,5.8823529412,3.5416666667,CA,90241,2,8
9775,ORANGE,CHRISTIAN MONTESSORI SCHOOL-COSTA MESA,7149660303.0,59,5906,0.0,10.416666667,0.0,18.75,39.583333333,6.25,25.0,25.263157895,CA,92626,2,8
9776,SAN LUIS OBISPO,DANDY LION MONTESSORI SCHOOL,8054811735.0,79,7906,0.0,0.0,0.0,25.0,62.5,0.0,12.5,4.0,CA,93433,3,30
9777,LOS ANGELES,DO RE ME CHILD DEVELOPMENT CENTER,3232961954.0,37,3706,0.0,0.0,0.0,9.0909090909,0.0,90.909090909,0.0,2.8205128205,CA,90008,3,30
9778,SAN DIEGO,EASTLAKE CHURCH CHILDREN CENTER,6194214156.0,73,7306,0.0,0.0,0.0,35.714285714,64.285714286,0.0,0.0,7.0,CA,91915,2,21
9779,LOS ANGELES,ENCINO PRESBYTERIAN CHILDRENS CENTER,8187889442.0,37,3706,0.0,14.814814815,3.7037037037,14.814814815,66.666666667,0.0,0.0,9.0,CA,91316,3,30
9780,ALAMEDA,ESCUELA BILINGUE INTERNACIONAL,5106533324.0,1,106,0.0,4.7138047138,0.0,17.845117845,41.414141414,9.0909090909,26.936026936,6.5562913907,CA,94609,3,30
9781,LOS ANGELES,HOLLYWOOD PRESCHOOL & KINDERGARTEN,3236728034.0,37,3706,0.0,0.0,0.0,66.666666667,0.0,33.333333333,0.0,1.875,CA,90028,3,30
9782,SAN BERNARDINO,INTERNATIONAL MONTESSORI SCHOOL,9096848272.0,71,7106,0.0,5.4054054054,0.0,40.540540541,24.324324324,16.216216216,13.513513514,9.0243902439,CA,91763,3,30
9783,LOS ANGELES,KINDERCARE LEARNING CENTERS #1065,6269659611.0,37,3706,0.0,0.0,0.0,0.0,100.0,0.0,0.0,85.0,CA,91792,3,30
9784,ORANGE,KINDERCARE,9492620260.0,59,5906,0.0,9.0909090909,0.0,18.181818182,36.363636364,0.0,36.363636364,6.875,CA,92606,3,30
9785,ORANGE,KINDERCARE LEARNING CENTERS # 218,7147745141.0,59,5906,0.0,0.0,0.0,50.0,25.0,25.0,0.0,8.0,CA,92806,3,30
9786,SACRAMENTO,LIGHTHOUSE,9167326680.0,67,6706,0.0,25.0,0.0,0.0,62.5,12.5,0.0,8.0,CA,95817,3,30
9787,ORANGE,MONARCH BAY MONTESSORI ACADEMY,1949240334.0,59,5906,0.0,16.071428571,1.7857142857,0.0,69.642857143,5.3571428571,7.1428571429,6.2222222222,CA,92629,3,30
9788,AMADOR,MONARCH MONTESSORI,2092456313.0,5,506,7.1428571429,7.1428571429,7.1428571429,7.1428571429,57.142857143,7.1428571429,7.1428571429,14.0,CA,95669,2,8
9789,ORANGE,MONTESSORI CHILD DEVELOPMENT CENTER,7143775779.0,59,5906,0.0,43.58974359,0.0,7.6923076923,17.948717949,0.0,30.769230769,9.75,CA,92649,3,30
9790,ORANGE,LEPORT SCHOOLS - HUNTINGTON BEACH,7143776035.0,59,5906,0.0,18.333333333,0.0,16.666666667,18.333333333,5.0,41.666666667,12.0,CA,92649,3,30
9791,ORANGE,MONTESSORI GREENHOUSE SCHOOL,7148973833.0,59,5906,0.0,28.125,0.0,68.75,0.0,3.125,0.0,8.7671232877,CA,92845,3,30
9792,LOS ANGELES,MONTESSORI ON ELM,5626823492.0,37,3706,0.0,16.666666667,0.0,41.666666667,25.0,16.666666667,0.0,4.0,CA,90813,3,30
9793,SAN DIEGO,MONTESSORI SCHOOL OF ENCINITAS,7606325433.0,73,7306,0.0,0.0,0.0,0.0,33.333333333,0.0,66.666666667,1.5,CA,92024,3,30
9794,ALAMEDA,MONTESSORI SCHOOL IN NEWARK,5107924546.0,1,106,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.75,CA,94560,3,30
9795,SANTA CLARA,NEIGHBORHOOD CHRISTIAN CENTER,4089843418.0,85,8506,0.0,3.7037037037,0.0,11.111111111,11.111111111,74.074074074,0.0,9.0,CA,95051,2,29
9796,ALAMEDA,ROCKRIDGE MONTESSORI SCHOOL,5106527021.0,1,106,0.0,0.0,0.0,0.0,83.333333333,16.666666667,0.0,3.0,CA,94618,3,30
9797,SANTA CLARA,STARBRIGHT SCHOOL - CAMPBELL CAMPUS,4083744020.0,85,8506,0.0,12.068965517,0.0,10.344827586,72.413793103,5.1724137931,0.0,12.083333333,CA,95008,3,30
9798,SANTA CLARA,STRATFORD SCHOOL - SAN JOSE,4083632130.0,85,8506,0.0,83.392226148,0.0,1.4134275618,7.7738515901,0.7067137809,6.7137809187,13.476190476,CA,95119,3,30
9799,SACRAMENTO,SUNDANCE MONTESSORI SCHOOL,9169856034.0,67,6706,0.0,0.0,0.0,0.0,9.8039215686,0.0,90.196078431,6.375,CA,95630,3,30
9800,NEW CASTLE,LEARNING EXPRESS ACADEMY,3027378260.0,3,310,0.0,6.9444444444,0.0,0.0,40.277777778,44.444444444,8.3333333333,7.7419354839,DE,19702,3,30
9801,DISTRICT OF COLUMBIA,THE FRENCH MATERNAL SCHOOL,2022760465.0,1,111,0.0,0.0,0.0,0.0,83.333333333,16.666666667,0.0,12.0,DC,20007,3,30
9802,ELMORE,GRACE MONTESSORI SCHOOL,2085800205.0,39,3916,0.0,0.0,16.666666667,0.0,83.333333333,0.0,0.0,1.3953488372,ID,83647,3,30
9803,MIDDLESEX,GREATER VISIONS CHILDRENS CENTER,9782562539.0,17,1725,0.0,10.0,0.0,10.0,70.0,10.0,0.0,10.0,MA,1824,3,30
9804,BRISTOL,KIDDIE KAMPUS,5089918900.0,5,525,0.0,0.0,0.0,26.086956522,43.47826087,26.086956522,4.347826087,11.5,MA,2747,3,30
9805,MIDDLESEX,KINDERCARE LEARNING CENTER - WESTFORD,9786920366.0,17,1725,0.0,10.0,0.0,20.0,60.0,10.0,0.0,10.0,MA,1886,3,30
9806,MIDDLESEX,WELLAN MONTESSORI SCHOOL,6179165923.0,17,1725,0.0,13.513513514,0.0,4.8648648649,65.945945946,2.7027027027,12.972972973,2.6811594203,MA,2459,3,30
9807,PLYMOUTH,SOUTH SHORE CONSERVATORY OF MUSIC PRESCHOOL,7817497565.0,23,2325,0.0,0.0,0.0,9.0909090909,81.818181818,0.0,9.0909090909,4.7826086957,MA,2043,3,30
9808,MIDDLESEX,THE COTTAGE CHILDRENS CENTER,5084852054.0,17,1725,0.0,0.0,0.0,20.0,70.0,0.0,10.0,18.181818182,MA,1752,3,30
9809,BERKSHIRE,THE MONTESSORI SCHOOL OF THE BERKSHIRES,4136373662.0,3,325,0.0,4.4444444444,0.0,5.5555555556,72.222222222,1.1111111111,16.666666667,6.2937062937,MA,1242,3,30
9810,MILLE LACS,DISCOVERY MONTESSORI ACADEMY,7636310202.0,95,9527,0.0,0.0,0.0,6.4516129032,93.548387097,0.0,0.0,6.2,MN,55371,2,8
9811,DAKOTA,MISSISSIPPI VALLEY MONTESSORI SCHOOL,6514506693.0,37,3727,0.0,0.0,0.0,0.0,66.666666667,0.0,33.333333333,6.0,MN,55118,3,30
9812,CROW WING,MONTESSORI SCHOOL OF BRAINERD,2188313482.0,35,3527,0.0,0.0,0.0,0.0,95.0,5.0,0.0,3.7735849057,MN,56401,2,8
9813,STEARNS,MONTESSORI OF MELROSE,3202562141.0,145,14527,0.0,4.5454545455,0.0,13.636363636,77.272727273,0.0,4.5454545455,2.1782178218,MN,56352,2,8
9814,BENTON,WHOLE CHILD MONTESSORI SCHOOL,3202534719.0,9,927,25.0,0.0,0.0,0.0,50.0,0.0,25.0,2.5,MN,56379,3,30
9815,CASS,CORNERSTONE ACADEMY,8163181111.0,37,3729,0.0,0.0,0.0,8.3333333333,83.333333333,8.3333333333,0.0,6.3157894737,MO,64083,3,30
9816,SOMERSET,ALAN E ZIMMER CHABAD PRESCHOOL,9086048844.0,35,3534,0.0,14.285714286,0.0,14.285714286,57.142857143,14.285714286,0.0,2.6923076923,NJ,7920,2,18
9817,GLOUCESTER,BEACON ACADEMY,8565826199.0,15,1534,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,NJ,8080,3,30
9818,BERGEN,CHILDRENS HOME MONTESSORI SCHOOL,2019416565.0,3,334,0.0,0.0,0.0,0.0,16.666666667,0.0,83.333333333,4.3636363636,NJ,7010,3,30
9819,SOMERSET,JOHNSON & JOHNSON CHILD DEVT CTR OF SOMERSET CNTY,9089472180.0,35,3534,0.0,52.631578947,0.0,10.526315789,21.052631579,5.2631578947,10.526315789,6.3333333333,NJ,8869,3,30
9820,BURLINGTON,JUST CHILDREN - BISHOPS GATE,8566427676.0,5,534,0.0,6.6666666667,0.0,0.0,93.333333333,0.0,0.0,5.7692307692,NJ,8054,3,30
9821,MERCER,KIDS KOTTAGE LEARNING CENTER,6093710439.0,21,2134,0.0,40.0,0.0,13.333333333,26.666666667,20.0,0.0,0.7978723404,NJ,8520,3,30
9822,MONMOUTH,MONTESSORI FAMILY SCHOOL,6093719300.0,25,2534,0.0,23.636363636,0.0,50.909090909,25.454545455,0.0,0.0,6.1111111111,NJ,8535,3,30
9823,MIDDLESEX,NEW FRIENDS CHILDCARE & PRESCHOOL,7325722022.0,23,2334,0.0,0.0,0.0,50.0,50.0,0.0,0.0,8.0,NJ,8817,3,30
9824,MERCER,MONTGOMERY MONTESSORI SCHOOL,6092529696.0,21,2134,0.0,50.0,0.0,0.0,50.0,0.0,0.0,5.2631578947,NJ,8558,3,30
9825,PASSAIC,RAINBOW MONTESSORI - CLIFTON,9737722330.0,31,3134,0.0,0.0,1.1764705882,45.882352941,45.882352941,7.0588235294,0.0,21.25,NJ,7011,3,30
9826,MONMOUTH,TADPOLE VILLAGE PRESCHOOL AT FROGBRIDGE,6092082114.0,25,2534,0.0,0.0,0.0,0.0,100.0,0.0,0.0,11.0,NJ,8510,3,30
9827,UNION,TEMPLE EMANU-EL EARLY CHILDHOOD EDUCATION PROGRAM,9082326770.0,39,3934,0.0,0.0,0.0,0.0,100.0,0.0,0.0,15.0,NJ,7090,2,18
9828,SOMERSET,THE GIVING NEST PRESCHOOL IN MARTINSVILLE,7323021321.0,35,3534,0.0,11.764705882,0.0,5.8823529412,82.352941176,0.0,0.0,17.0,NJ,8836,3,30
9829,GLOUCESTER,THE GODDARD SCHOOL,8562568200.0,15,1534,0.0,14.285714286,0.0,14.285714286,64.285714286,7.1428571429,0.0,12.727272727,NJ,8080,3,30
9830,DELAWARE,ENCHANTED CARE KIDS CAMPUS DELAWARE,7405488116.0,41,4139,0.0,16.666666667,0.0,0.0,83.333333333,0.0,0.0,6.0,OH,43015,3,30
9831,FRANKLIN,HELPING HANDS CENTER DBA BRIDGEWAY ACADEMY,6142627520.0,49,4939,0.0,7.650273224,0.0,4.9180327869,65.027322404,13.114754098,9.2896174863,1.8118811881,OH,43209,3,30
9832,SUMMIT,THE NEST SCHOOL,3303421416.0,153,15339,0.0,0.0,0.0,0.0,70.0,20.0,10.0,9.0909090909,OH,44236,3,30
9833,DESCHUTES,A CHILD'S GARDEN,5416170434.0,17,1741,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,OR,97701,3,30
9834,WASHINGTON,ANGELS ACADEMY LLC,5038018724.0,67,6741,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.9523809524,OR,97006,3,30
9835,WASHINGTON,BETHANY VILLAGE MONTESSORI,5035335626.0,67,6741,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.6666666667,OR,97229,3,30
9836,LANE,EUGENE MONTESSORI SCHOOL,5413457124.0,39,3941,0.0,10.0,0.0,10.0,80.0,0.0,0.0,3.3333333333,OR,97401,3,30
9837,MULTNOMAH,HARMONY MONTESSORI SCHOOL,5032555337.0,51,5141,0.0,16.129032258,0.0,12.903225806,58.064516129,0.0,12.903225806,2.9245283019,OR,97233,3,30
9838,MULTNOMAH,LA PETITE ACADEMY - FAIRVIEW,5036742388.0,51,5141,0.0,0.0,0.0,12.5,87.5,0.0,0.0,8.0,OR,97024,3,30
9839,JACKSON,NEW HEIGHTS CHRISTIAN SCHOOL,5416645016.0,29,2941,3.7037037037,4.9382716049,2.4691358025,7.4074074074,72.839506173,3.7037037037,4.9382716049,10.8,OR,97502,2,8
9840,MULTNOMAH,THE PORTLAND MONTESSORI SCHOOL,5036882992.0,51,5141,0.0,0.0,0.0,11.904761905,85.714285714,0.0,2.380952381,7.0,OR,97213,3,30
9841,LANE,THE LITTLE FRENCH SCHOOL,5413453818.0,39,3941,0.0,0.0,0.0,0.0,81.818181818,0.0,18.181818182,1.3924050633,OR,97401,3,30
9842,SHELBY,BRINKLEY HEIGHTS URBAN ACADEMY,9013243022.0,157,15747,0.0,0.0,0.0,24.770642202,16.513761468,50.458715596,8.2568807339,10.9,TN,38122,2,5
9843,WARREN,COVENANT ACADEMY,9316686185.0,177,17747,0.0,2.1739130435,0.0,1.4492753623,94.202898551,1.4492753623,0.7246376812,8.1176470588,TN,37110,2,8
9844,KNOX,PRIDE & JOY CHILDREN'S ACADEMY,8655247907.0,93,9347,0.0,0.0,0.0,0.0,100.0,0.0,0.0,7.5,TN,37919,2,8
9845,WILLIAMSON,SPRING HILL CHRISTIAN ACADEMY,6153920088.0,187,18747,0.0,0.0,0.0,0.0,81.132075472,5.6603773585,13.20754717,13.25,TN,37174,2,8
9846,TRAVIS,AUSTIN CHILDREN'S MONTESSORI,5122915522.0,453,45348,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,TX,78748,3,30
9847,TRAVIS,AUSTIN INTERNATIONAL SCHOOL,5123317806.0,453,45348,0.0,3.0674846626,0.6134969325,18.404907975,56.441717791,3.0674846626,18.404907975,7.2123893805,TX,78727,3,30
9848,FORT BEND,CHILDRENS LIGHTHOUSE LEARNING CENTER,2813954466.0,157,15748,0.0,0.0,0.0,46.666666667,33.333333333,20.0,0.0,10.714285714,TX,77494,3,30
9849,DALLAS,C P PREPARATORY SCHOOL,9722227808.0,113,11348,0.0,0.0,0.0,14.285714286,14.285714286,71.428571429,0.0,14.0,TX,75149,3,30
9850,WALLER,COMMUNITY CHRISTIAN ACADEMY,9798264600.0,473,47348,0.0,0.0,0.0,0.0,86.440677966,1.6949152542,11.86440678,5.9,TX,77445,3,30
9851,COLLIN,CREME DE LA CREME - ALLEN,2144950941.0,85,8548,0.0,40.0,0.0,13.333333333,40.0,6.6666666667,0.0,7.5,TX,75013,3,30
9852,TARRANT,FIELDER ROAD EARLY CHILDHOOD CENTER,8174598528.0,439,43948,0.0,0.0,0.0,16.666666667,79.166666667,4.1666666667,0.0,6.6666666667,TX,76013,2,5
9853,TARRANT,FIRST FAITH PRESCHOOL & KINDERGARTEN,8174732785.0,439,43948,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.9230769231,TX,76063,2,25
9854,ROCKWALL,THE FULTON SCHOOL,9727724445.0,397,39748,0.0,19.565217391,0.0,4.347826087,58.695652174,6.5217391304,10.869565217,6.9696969697,TX,75032,3,30
9855,TARRANT,MERRYHILL SCHOOL,8174729494.0,439,43948,0.0,0.0,0.0,25.0,46.666666667,28.333333333,0.0,6.3492063492,TX,76015,3,30
